type,protocol,srcPort,destPort,bytes,duration,requestCount,sourceIP,severity,timestamp
data_exfiltration,DNS,36190,53,199159,169,854,192.168.1.130,High,2026-07-03T13:33:00Z
data_exfiltration,DNS,58467,53,82001,1008,345,192.168.1.100,High,2026-07-03T17:57:00Z
xss,HTTP,32131,80,854,3,7,192.168.1.98,Medium,2026-07-03T13:15:00Z
data_exfiltration,DNS,43738,53,495287,531,815,192.168.1.65,High,2026-07-03T16:33:00Z
sql_injection,HTTP,54514,80,2267,10,3,208.213.205.6,High,2026-07-03T15:54:00Z
brute_force,SSH,13914,22,555,73,147,192.168.1.4,High,2026-07-03T00:57:00Z
xss,HTTP,46660,80,1332,9,4,192.168.1.210,Medium,2026-07-03T11:09:00Z
sql_injection,HTTPS,26109,80,2960,3,1,249.219.217.13,High,2026-07-03T14:14:00Z
credentials_stuffing,HTTPS,59383,443,390,51,101,192.168.1.69,High,2026-07-03T14:50:00Z
ddos,UDP,25667,80,4121919,132,5089,37.55.40.3,Critical,2026-07-03T15:02:00Z
sql_injection,HTTP,20951,80,2669,2,2,33.54.141.56,High,2026-07-03T11:20:00Z
data_exfiltration,DNS,2371,53,475710,245,973,192.168.1.142,High,2026-07-03T15:13:00Z
brute_force,SSH,22032,22,543,41,68,192.168.1.187,High,2026-07-03T00:54:00Z
ddos,UDP,32444,80,3093695,199,4687,245.115.161.155,Critical,2026-07-03T17:01:00Z
xss,HTTP,23384,80,1414,8,5,192.168.1.174,Medium,2026-07-03T15:56:00Z
port_scan,TCP,34977,590,57,7,320,192.168.1.178,Medium,2026-07-03T16:22:00Z
sql_injection,HTTPS,33375,443,1193,10,1,148.45.222.63,High,2026-07-03T15:56:00Z
brute_force,SSH,3382,22,343,111,103,192.168.1.111,High,2026-07-03T21:09:00Z
data_exfiltration,DNS,1172,53,441223,601,241,192.168.1.147,High,2026-07-03T11:12:00Z
anomaly,TCP,23438,139,7455,2,1,192.168.1.145,Medium,2026-07-03T14:20:00Z
xss,HTTP,46629,80,1493,4,2,192.168.1.172,Medium,2026-07-03T13:34:00Z
sql_injection,HTTPS,12117,443,1188,2,2,173.112.157.154,High,2026-07-03T11:46:00Z
privilege_escalation,SSH,59535,22,856,558,26,192.168.1.226,Critical,2026-07-03T14:45:00Z
anomaly,TCP,25100,139,4590,3,5,192.168.1.77,Medium,2026-07-03T11:23:00Z
brute_force,SSH,46907,22,420,86,184,192.168.1.65,High,2026-07-03T23:12:00Z
xss,HTTP,21528,80,469,5,8,192.168.1.39,Medium,2026-07-03T14:41:00Z
credentials_stuffing,HTTPS,9888,443,179,48,108,192.168.1.108,High,2026-07-03T11:07:00Z
sql_injection,HTTP,51900,443,892,10,2,127.225.209.158,High,2026-07-03T09:11:00Z
privilege_escalation,SSH,42634,22,3906,407,13,192.168.1.184,Critical,2026-07-03T12:18:00Z
credentials_stuffing,HTTPS,30473,443,192,42,136,192.168.1.141,High,2026-07-03T11:04:00Z
xss,HTTP,33568,80,1060,1,5,192.168.1.214,Medium,2026-07-03T10:29:00Z
xss,HTTP,19829,80,795,8,4,192.168.1.22,Medium,2026-07-03T09:21:00Z
privilege_escalation,SSH,25422,22,1264,321,10,192.168.1.154,Critical,2026-07-03T14:04:00Z
port_scan,TCP,26963,405,58,34,227,192.168.1.37,Medium,2026-07-03T12:58:00Z
xss,HTTP,6071,80,658,8,2,192.168.1.146,Medium,2026-07-03T12:38:00Z
ddos,UDP,61375,80,739295,93,2759,44.149.176.85,Critical,2026-07-03T13:18:00Z
credentials_stuffing,HTTPS,43132,443,539,58,94,192.168.1.42,High,2026-07-03T12:23:00Z
privilege_escalation,SSH,14705,22,2536,339,15,192.168.1.135,Critical,2026-07-03T17:01:00Z
data_exfiltration,DNS,46891,53,495307,832,375,192.168.1.93,High,2026-07-03T15:58:00Z
data_exfiltration,DNS,22340,53,213983,235,850,192.168.1.217,High,2026-07-03T12:33:00Z
data_exfiltration,DNS,54122,53,362955,920,396,192.168.1.233,High,2026-07-03T09:28:00Z
anomaly,TCP,39390,445,6357,5,4,192.168.1.109,Medium,2026-07-03T12:12:00Z
port_scan,TCP,33278,875,63,24,499,192.168.1.236,Medium,2026-07-03T10:35:00Z
unauthorized_access,FTP,61827,21,1038,5,5,192.168.1.71,Medium,2026-07-03T11:57:00Z
credentials_stuffing,HTTPS,65224,443,508,68,129,192.168.1.89,High,2026-07-03T11:38:00Z
privilege_escalation,SSH,37268,22,3279,185,14,192.168.1.34,Critical,2026-07-03T12:17:00Z
privilege_escalation,SSH,11919,22,3552,130,29,192.168.1.112,Critical,2026-07-03T17:47:00Z
credentials_stuffing,HTTPS,15124,443,181,75,138,192.168.1.77,High,2026-07-03T14:54:00Z
port_scan,TCP,58879,757,84,31,376,192.168.1.180,Medium,2026-07-03T09:31:00Z
unauthorized_access,FTP,37880,21,1595,6,5,192.168.1.32,Medium,2026-07-03T16:17:00Z
xss,HTTP,26886,80,917,10,6,192.168.1.70,Medium,2026-07-03T12:32:00Z
xss,HTTP,52359,80,1425,1,2,192.168.1.113,Medium,2026-07-03T13:12:00Z
unauthorized_access,FTP,31050,21,1608,2,2,192.168.1.145,Medium,2026-07-03T12:51:00Z
unauthorized_access,FTP,39931,21,2189,10,2,192.168.1.144,Medium,2026-07-03T13:06:00Z
xss,HTTP,15351,80,851,6,2,192.168.1.245,Medium,2026-07-03T10:34:00Z
port_scan,TCP,61336,585,74,24,468,192.168.1.100,Medium,2026-07-03T13:22:00Z
unauthorized_access,FTP,51449,21,796,2,4,192.168.1.208,Medium,2026-07-03T14:24:00Z
ddos,UDP,64529,80,4733270,130,6229,146.151.201.195,Critical,2026-07-03T15:15:00Z
xss,HTTP,25238,80,505,7,4,192.168.1.117,Medium,2026-07-03T15:09:00Z
unauthorized_access,FTP,11437,21,2116,7,5,192.168.1.44,Medium,2026-07-03T17:59:00Z
credentials_stuffing,HTTPS,24955,443,313,73,112,192.168.1.41,High,2026-07-03T13:16:00Z
privilege_escalation,SSH,30355,22,1376,431,10,192.168.1.108,Critical,2026-07-03T11:11:00Z
privilege_escalation,SSH,32360,22,1407,128,12,192.168.1.206,Critical,2026-07-03T12:21:00Z
data_exfiltration,DNS,44523,53,220693,384,830,192.168.1.90,High,2026-07-03T13:51:00Z
brute_force,SSH,52838,22,416,83,35,192.168.1.74,High,2026-07-03T23:49:00Z
anomaly,TCP,23442,139,2302,6,2,192.168.1.212,Medium,2026-07-03T14:04:00Z
privilege_escalation,SSH,12671,22,1846,362,19,192.168.1.159,Critical,2026-07-03T15:57:00Z
port_scan,TCP,28028,660,47,16,277,192.168.1.102,Medium,2026-07-03T11:11:00Z
sql_injection,HTTPS,48080,80,613,6,1,243.161.7.62,High,2026-07-03T09:34:00Z
privilege_escalation,SSH,50396,22,2902,218,30,192.168.1.249,Critical,2026-07-03T12:43:00Z
anomaly,TCP,46763,139,2260,4,3,192.168.1.82,Medium,2026-07-03T11:11:00Z
brute_force,SSH,46111,22,863,41,102,192.168.1.135,High,2026-07-03T02:14:00Z
port_scan,TCP,4518,592,49,39,286,192.168.1.45,Medium,2026-07-03T13:42:00Z
data_exfiltration,DNS,17655,53,435630,968,885,192.168.1.252,High,2026-07-03T13:08:00Z
privilege_escalation,SSH,38421,22,3032,144,31,192.168.1.92,Critical,2026-07-03T10:57:00Z
brute_force,SSH,64734,22,762,112,142,192.168.1.39,High,2026-07-03T01:38:00Z
port_scan,TCP,2717,278,43,27,183,192.168.1.13,Medium,2026-07-03T16:14:00Z
brute_force,SSH,20554,22,789,112,131,192.168.1.108,High,2026-07-03T01:39:00Z
data_exfiltration,DNS,49505,53,172062,647,845,192.168.1.156,High,2026-07-03T15:17:00Z
brute_force,SSH,11237,22,936,79,186,192.168.1.178,High,2026-07-03T21:26:00Z
brute_force,SSH,50110,22,920,34,32,192.168.1.97,High,2026-07-03T21:27:00Z
brute_force,SSH,33667,22,770,120,41,192.168.1.113,High,2026-07-03T02:33:00Z
ddos,UDP,58282,80,3957997,268,6527,103.62.80.4,Critical,2026-07-03T16:20:00Z
privilege_escalation,SSH,22044,22,961,582,17,192.168.1.67,Critical,2026-07-03T17:33:00Z
anomaly,TCP,26780,139,5280,1,4,192.168.1.103,Medium,2026-07-03T14:44:00Z
sql_injection,HTTPS,6662,80,1784,5,1,100.231.67.112,High,2026-07-03T12:42:00Z
credentials_stuffing,HTTPS,16655,443,583,54,79,192.168.1.153,High,2026-07-03T16:54:00Z
port_scan,TCP,35387,780,58,26,180,192.168.1.37,Medium,2026-07-03T15:51:00Z
port_scan,TCP,45544,341,42,36,184,192.168.1.127,Medium,2026-07-03T12:34:00Z
privilege_escalation,SSH,26279,22,1746,481,36,192.168.1.200,Critical,2026-07-03T09:43:00Z
privilege_escalation,SSH,42648,22,2722,68,18,192.168.1.87,Critical,2026-07-03T13:54:00Z
anomaly,TCP,32025,445,6337,7,4,192.168.1.63,Medium,2026-07-03T16:37:00Z
unauthorized_access,FTP,22221,21,2441,5,2,192.168.1.197,Medium,2026-07-03T17:58:00Z
anomaly,TCP,34520,445,7728,5,1,192.168.1.197,Medium,2026-07-03T11:10:00Z
port_scan,TCP,53386,994,85,45,369,192.168.1.180,Medium,2026-07-03T17:41:00Z
credentials_stuffing,HTTPS,32964,443,495,39,67,192.168.1.78,High,2026-07-03T12:17:00Z
port_scan,TCP,34485,213,87,13,367,192.168.1.247,Medium,2026-07-03T09:04:00Z
brute_force,SSH,31728,22,634,36,168,192.168.1.250,High,2026-07-03T01:05:00Z
sql_injection,HTTPS,43545,443,1247,9,2,47.111.16.251,High,2026-07-03T16:17:00Z
ddos,UDP,8022,80,1534998,261,8610,21.67.24.245,Critical,2026-07-03T16:39:00Z
port_scan,TCP,58872,427,63,18,312,192.168.1.52,Medium,2026-07-03T13:42:00Z
unauthorized_access,FTP,11142,21,1509,7,5,192.168.1.158,Medium,2026-07-03T09:36:00Z
data_exfiltration,DNS,26680,53,256914,983,528,192.168.1.46,High,2026-07-03T17:00:00Z
privilege_escalation,SSH,21244,22,3023,481,31,192.168.1.79,Critical,2026-07-03T17:23:00Z
credentials_stuffing,HTTPS,10440,443,257,53,131,192.168.1.229,High,2026-07-03T15:28:00Z
credentials_stuffing,HTTPS,26344,443,264,41,87,192.168.1.219,High,2026-07-03T12:21:00Z
credentials_stuffing,HTTPS,36075,443,537,52,54,192.168.1.111,High,2026-07-03T10:50:00Z
data_exfiltration,DNS,65187,53,314464,224,271,192.168.1.249,High,2026-07-03T10:30:00Z
sql_injection,HTTPS,10937,443,1319,9,1,69.52.248.85,High,2026-07-03T11:48:00Z
credentials_stuffing,HTTPS,18152,443,574,89,56,192.168.1.157,High,2026-07-03T09:58:00Z
anomaly,TCP,32487,139,7198,2,5,192.168.1.238,Medium,2026-07-03T12:32:00Z
port_scan,TCP,2939,221,85,7,430,192.168.1.157,Medium,2026-07-03T14:13:00Z
data_exfiltration,DNS,34463,53,384589,905,749,192.168.1.21,High,2026-07-03T10:58:00Z
ddos,UDP,52881,80,3889149,217,9626,136.85.135.139,Critical,2026-07-03T15:02:00Z
credentials_stuffing,HTTPS,49505,443,411,79,61,192.168.1.160,High,2026-07-03T13:22:00Z
anomaly,TCP,50887,445,2639,1,2,192.168.1.72,Medium,2026-07-03T15:28:00Z
data_exfiltration,DNS,11566,53,192327,135,923,192.168.1.56,High,2026-07-03T11:49:00Z
ddos,UDP,18602,80,2590716,72,4773,64.219.100.139,Critical,2026-07-03T11:55:00Z
port_scan,TCP,23483,939,71,27,252,192.168.1.59,Medium,2026-07-03T16:04:00Z
xss,HTTP,63956,80,340,10,5,192.168.1.157,Medium,2026-07-03T17:22:00Z
unauthorized_access,FTP,43396,21,2300,3,4,192.168.1.124,Medium,2026-07-03T16:57:00Z
xss,HTTP,45148,80,807,1,3,192.168.1.79,Medium,2026-07-03T15:45:00Z
unauthorized_access,FTP,21159,21,2106,9,4,192.168.1.18,Medium,2026-07-03T10:25:00Z
unauthorized_access,FTP,22023,21,1788,3,5,192.168.1.183,Medium,2026-07-03T10:43:00Z
port_scan,TCP,42705,487,62,41,215,192.168.1.187,Medium,2026-07-03T15:33:00Z
brute_force,SSH,12341,22,558,45,55,192.168.1.95,High,2026-07-03T01:37:00Z
data_exfiltration,DNS,60965,53,435179,592,958,192.168.1.225,High,2026-07-03T16:49:00Z
port_scan,TCP,19464,687,50,29,397,192.168.1.164,Medium,2026-07-03T12:27:00Z
privilege_escalation,SSH,58935,22,2896,257,40,192.168.1.60,Critical,2026-07-03T09:34:00Z
credentials_stuffing,HTTPS,51196,443,325,46,56,192.168.1.188,High,2026-07-03T11:10:00Z
unauthorized_access,FTP,56034,21,2167,2,2,192.168.1.17,Medium,2026-07-03T13:45:00Z
credentials_stuffing,HTTPS,61513,443,536,50,58,192.168.1.194,High,2026-07-03T14:58:00Z
privilege_escalation,SSH,9980,22,2544,179,17,192.168.1.5,Critical,2026-07-03T17:19:00Z
data_exfiltration,DNS,35844,53,233917,871,705,192.168.1.226,High,2026-07-03T12:52:00Z
port_scan,TCP,3137,580,49,14,318,192.168.1.80,Medium,2026-07-03T12:45:00Z
privilege_escalation,SSH,5475,22,1291,564,29,192.168.1.138,Critical,2026-07-03T14:02:00Z
data_exfiltration,DNS,64285,53,440919,1047,425,192.168.1.151,High,2026-07-03T16:46:00Z
brute_force,SSH,45219,22,299,99,141,192.168.1.144,High,2026-07-03T00:14:00Z
data_exfiltration,DNS,19205,53,100641,925,334,192.168.1.33,High,2026-07-03T13:16:00Z
anomaly,TCP,26935,445,5715,1,4,192.168.1.38,Medium,2026-07-03T17:19:00Z
unauthorized_access,FTP,5359,21,1586,2,3,192.168.1.28,Medium,2026-07-03T15:14:00Z
privilege_escalation,SSH,14840,22,3654,532,29,192.168.1.236,Critical,2026-07-03T12:16:00Z
unauthorized_access,FTP,55127,21,908,7,4,192.168.1.229,Medium,2026-07-03T10:29:00Z
sql_injection,HTTP,17741,443,1955,4,1,230.245.85.159,High,2026-07-03T15:12:00Z
ddos,UDP,39178,80,3279713,214,6500,84.39.208.137,Critical,2026-07-03T14:16:00Z
ddos,UDP,33689,80,2302465,255,1666,223.86.176.249,Critical,2026-07-03T17:16:00Z
brute_force,SSH,12008,22,998,67,55,192.168.1.161,High,2026-07-03T01:46:00Z
ddos,UDP,4514,80,1074607,164,8338,81.31.125.76,Critical,2026-07-03T10:40:00Z
unauthorized_access,FTP,61406,21,743,2,4,192.168.1.17,Medium,2026-07-03T14:11:00Z
unauthorized_access,FTP,55617,21,1903,4,2,192.168.1.162,Medium,2026-07-03T16:29:00Z
ddos,UDP,13037,80,1985924,165,3061,174.100.242.242,Critical,2026-07-03T11:33:00Z
credentials_stuffing,HTTPS,5485,443,372,40,57,192.168.1.172,High,2026-07-03T13:42:00Z
sql_injection,HTTP,4906,80,814,3,3,55.190.32.205,High,2026-07-03T16:00:00Z
sql_injection,HTTP,28030,443,2116,10,1,12.236.43.166,High,2026-07-03T16:30:00Z
sql_injection,HTTP,58795,443,1661,4,3,16.102.198.101,High,2026-07-03T17:50:00Z
privilege_escalation,SSH,44962,22,2442,445,20,192.168.1.252,Critical,2026-07-03T13:36:00Z
ddos,UDP,51412,80,4690063,197,7957,190.224.89.29,Critical,2026-07-03T17:49:00Z
data_exfiltration,DNS,3368,53,305694,682,398,192.168.1.223,High,2026-07-03T17:27:00Z
xss,HTTP,48040,80,1354,1,7,192.168.1.89,Medium,2026-07-03T14:32:00Z
data_exfiltration,DNS,54654,53,318533,986,344,192.168.1.149,High,2026-07-03T12:36:00Z
brute_force,SSH,59620,22,318,82,71,192.168.1.188,High,2026-07-03T03:06:00Z
credentials_stuffing,HTTPS,46564,443,214,66,69,192.168.1.116,High,2026-07-03T10:38:00Z
privilege_escalation,SSH,32153,22,1187,263,14,192.168.1.166,Critical,2026-07-03T14:50:00Z
brute_force,SSH,55757,22,611,43,59,192.168.1.144,High,2026-07-03T21:01:00Z
data_exfiltration,DNS,47323,53,114968,706,726,192.168.1.59,High,2026-07-03T13:51:00Z
brute_force,SSH,17884,22,735,23,102,192.168.1.75,High,2026-07-03T01:09:00Z
credentials_stuffing,HTTPS,3477,443,407,66,59,192.168.1.173,High,2026-07-03T10:31:00Z
data_exfiltration,DNS,60234,53,269553,198,341,192.168.1.115,High,2026-07-03T16:16:00Z
ddos,UDP,22616,80,3043854,106,7596,245.163.139.81,Critical,2026-07-03T15:33:00Z
privilege_escalation,SSH,38999,22,3582,496,33,192.168.1.60,Critical,2026-07-03T15:06:00Z
anomaly,TCP,2053,445,7991,6,1,192.168.1.153,Medium,2026-07-03T10:23:00Z
data_exfiltration,DNS,19607,53,470084,573,970,192.168.1.203,High,2026-07-03T16:44:00Z
xss,HTTP,62789,80,1368,10,3,192.168.1.150,Medium,2026-07-03T16:21:00Z
credentials_stuffing,HTTPS,34593,443,183,85,107,192.168.1.122,High,2026-07-03T16:07:00Z
data_exfiltration,DNS,10223,53,347158,997,998,192.168.1.99,High,2026-07-03T15:02:00Z
unauthorized_access,FTP,14117,21,1114,5,2,192.168.1.211,Medium,2026-07-03T11:05:00Z
ddos,UDP,13241,80,1449000,247,9270,140.48.3.248,Critical,2026-07-03T11:10:00Z
xss,HTTP,9154,80,429,6,3,192.168.1.58,Medium,2026-07-03T13:36:00Z
port_scan,TCP,33876,743,56,44,191,192.168.1.123,Medium,2026-07-03T10:04:00Z
sql_injection,HTTP,11368,443,1217,1,3,58.30.134.67,High,2026-07-03T13:31:00Z
data_exfiltration,DNS,43152,53,391774,880,835,192.168.1.35,High,2026-07-03T12:52:00Z
brute_force,SSH,41397,22,392,100,34,192.168.1.97,High,2026-07-03T01:16:00Z
credentials_stuffing,HTTPS,21774,443,154,75,129,192.168.1.89,High,2026-07-03T13:06:00Z
ddos,UDP,1087,80,2872584,154,4174,182.70.253.132,Critical,2026-07-03T12:12:00Z
brute_force,SSH,34610,22,289,106,137,192.168.1.62,High,2026-07-03T02:51:00Z
sql_injection,HTTPS,45692,80,710,2,2,172.130.101.174,High,2026-07-03T15:04:00Z
anomaly,TCP,32684,139,2697,10,5,192.168.1.206,Medium,2026-07-03T13:08:00Z
brute_force,SSH,17634,22,551,97,125,192.168.1.232,High,2026-07-03T23:58:00Z
ddos,UDP,40424,80,168904,130,1175,88.137.247.146,Critical,2026-07-03T13:18:00Z
privilege_escalation,SSH,36462,22,3451,326,20,192.168.1.245,Critical,2026-07-03T10:10:00Z
unauthorized_access,FTP,40994,21,1671,8,1,192.168.1.2,Medium,2026-07-03T09:39:00Z
port_scan,TCP,2491,54,76,29,197,192.168.1.147,Medium,2026-07-03T09:02:00Z
sql_injection,HTTP,34341,443,1589,8,2,194.19.208.58,High,2026-07-03T12:50:00Z
brute_force,SSH,8941,22,298,95,58,192.168.1.115,High,2026-07-03T02:48:00Z
brute_force,SSH,18908,22,660,11,162,192.168.1.206,High,2026-07-03T01:35:00Z
data_exfiltration,DNS,62343,53,330661,972,713,192.168.1.113,High,2026-07-03T16:01:00Z
ddos,UDP,51366,80,298363,162,1737,254.24.3.160,Critical,2026-07-03T13:52:00Z
ddos,UDP,53765,80,3268199,282,4762,156.90.203.78,Critical,2026-07-03T15:02:00Z
sql_injection,HTTP,2326,443,1592,9,2,136.160.25.80,High,2026-07-03T17:18:00Z
credentials_stuffing,HTTPS,64043,443,365,90,54,192.168.1.184,High,2026-07-03T10:18:00Z
port_scan,TCP,45173,635,80,16,226,192.168.1.150,Medium,2026-07-03T10:18:00Z
unauthorized_access,FTP,40290,21,1203,2,2,192.168.1.203,Medium,2026-07-03T10:36:00Z
brute_force,SSH,22375,22,350,92,30,192.168.1.217,High,2026-07-03T02:44:00Z
xss,HTTP,45944,80,474,10,5,192.168.1.114,Medium,2026-07-03T09:27:00Z
unauthorized_access,FTP,14854,21,1013,6,2,192.168.1.205,Medium,2026-07-03T10:16:00Z
ddos,UDP,16656,80,2945162,87,2186,165.229.64.240,Critical,2026-07-03T15:21:00Z
unauthorized_access,FTP,18348,21,2354,4,3,192.168.1.72,Medium,2026-07-03T17:05:00Z
privilege_escalation,SSH,11327,22,2418,148,33,192.168.1.233,Critical,2026-07-03T09:08:00Z
ddos,UDP,14907,80,4550025,286,7301,98.99.33.206,Critical,2026-07-03T13:36:00Z
xss,HTTP,42270,80,310,1,3,192.168.1.151,Medium,2026-07-03T13:44:00Z
data_exfiltration,DNS,21418,53,221396,122,276,192.168.1.216,High,2026-07-03T15:49:00Z
port_scan,TCP,21931,543,41,24,224,192.168.1.214,Medium,2026-07-03T12:21:00Z
data_exfiltration,DNS,9338,53,418415,515,787,192.168.1.6,High,2026-07-03T16:01:00Z
anomaly,TCP,9984,139,5798,2,5,192.168.1.130,Medium,2026-07-03T15:01:00Z
brute_force,SSH,54332,22,618,59,129,192.168.1.199,High,2026-07-03T02:31:00Z
unauthorized_access,FTP,19543,21,2123,9,5,192.168.1.247,Medium,2026-07-03T16:59:00Z
sql_injection,HTTPS,31867,80,2543,4,3,86.58.13.94,High,2026-07-03T17:16:00Z
unauthorized_access,FTP,52130,21,1544,6,4,192.168.1.46,Medium,2026-07-03T09:29:00Z
privilege_escalation,SSH,6593,22,978,519,17,192.168.1.10,Critical,2026-07-03T11:38:00Z
credentials_stuffing,HTTPS,10912,443,201,34,127,192.168.1.17,High,2026-07-03T11:24:00Z
sql_injection,HTTPS,22891,443,2665,5,3,148.117.5.48,High,2026-07-03T17:01:00Z
unauthorized_access,FTP,9747,21,1387,9,1,192.168.1.126,Medium,2026-07-03T16:32:00Z
port_scan,TCP,46761,981,96,8,483,192.168.1.3,Medium,2026-07-03T15:38:00Z
ddos,UDP,24270,80,1842863,233,4283,73.167.19.237,Critical,2026-07-03T13:35:00Z
xss,HTTP,6856,80,777,5,2,192.168.1.237,Medium,2026-07-03T13:36:00Z
credentials_stuffing,HTTPS,9625,443,438,50,81,192.168.1.62,High,2026-07-03T10:50:00Z
credentials_stuffing,HTTPS,61029,443,222,74,65,192.168.1.206,High,2026-07-03T11:06:00Z
xss,HTTP,22574,80,1406,3,2,192.168.1.191,Medium,2026-07-03T09:47:00Z
xss,HTTP,33273,80,664,8,4,192.168.1.31,Medium,2026-07-03T09:27:00Z
data_exfiltration,DNS,27332,53,136315,297,736,192.168.1.42,High,2026-07-03T09:22:00Z
xss,HTTP,44028,80,491,10,6,192.168.1.131,Medium,2026-07-03T12:37:00Z
port_scan,TCP,65382,457,70,21,240,192.168.1.198,Medium,2026-07-03T15:47:00Z
data_exfiltration,DNS,23216,53,56874,157,579,192.168.1.152,High,2026-07-03T10:28:00Z
xss,HTTP,48402,80,910,5,6,192.168.1.42,Medium,2026-07-03T12:49:00Z
xss,HTTP,48193,80,1084,8,6,192.168.1.13,Medium,2026-07-03T17:03:00Z
credentials_stuffing,HTTPS,8200,443,259,61,66,192.168.1.217,High,2026-07-03T11:50:00Z
credentials_stuffing,HTTPS,10837,443,269,90,123,192.168.1.219,High,2026-07-03T17:11:00Z
xss,HTTP,50996,80,1240,5,7,192.168.1.24,Medium,2026-07-03T10:43:00Z
port_scan,TCP,42280,308,55,15,314,192.168.1.17,Medium,2026-07-03T15:51:00Z
anomaly,TCP,19893,139,6195,8,5,192.168.1.130,Medium,2026-07-03T16:08:00Z
data_exfiltration,DNS,56226,53,425480,1125,612,192.168.1.230,High,2026-07-03T17:26:00Z
privilege_escalation,SSH,47665,22,836,453,27,192.168.1.236,Critical,2026-07-03T10:19:00Z
unauthorized_access,FTP,61521,21,1023,7,5,192.168.1.249,Medium,2026-07-03T13:58:00Z
privilege_escalation,SSH,43541,22,1594,569,10,192.168.1.136,Critical,2026-07-03T09:11:00Z
anomaly,TCP,8770,139,6487,9,3,192.168.1.188,Medium,2026-07-03T12:47:00Z
unauthorized_access,FTP,17985,21,2043,9,3,192.168.1.124,Medium,2026-07-03T12:54:00Z
credentials_stuffing,HTTPS,29045,443,598,50,107,192.168.1.230,High,2026-07-03T17:44:00Z
xss,HTTP,13102,80,1076,2,5,192.168.1.60,Medium,2026-07-03T13:00:00Z
xss,HTTP,65028,80,975,8,4,192.168.1.45,Medium,2026-07-03T17:10:00Z
anomaly,TCP,22806,445,3838,8,5,192.168.1.99,Medium,2026-07-03T15:10:00Z
privilege_escalation,SSH,33318,22,1148,336,25,192.168.1.143,Critical,2026-07-03T12:42:00Z
privilege_escalation,SSH,8405,22,2802,206,32,192.168.1.32,Critical,2026-07-03T14:27:00Z
ddos,UDP,47710,80,3254897,281,5249,239.84.238.44,Critical,2026-07-03T13:41:00Z
xss,HTTP,33196,80,697,3,2,192.168.1.125,Medium,2026-07-03T09:47:00Z
sql_injection,HTTP,13940,80,1188,10,3,189.110.172.207,High,2026-07-03T14:03:00Z
anomaly,TCP,16638,139,3629,2,3,192.168.1.175,Medium,2026-07-03T13:00:00Z
sql_injection,HTTPS,42980,443,521,4,1,157.176.85.114,High,2026-07-03T16:26:00Z
port_scan,TCP,17612,449,81,30,160,192.168.1.208,Medium,2026-07-03T10:03:00Z
anomaly,TCP,57387,139,5892,1,3,192.168.1.223,Medium,2026-07-03T09:33:00Z
privilege_escalation,SSH,51283,22,1112,82,23,192.168.1.70,Critical,2026-07-03T09:38:00Z
port_scan,TCP,37507,887,47,5,404,192.168.1.118,Medium,2026-07-03T10:20:00Z
anomaly,TCP,47698,139,6192,8,2,192.168.1.136,Medium,2026-07-03T13:46:00Z
port_scan,TCP,60974,867,54,5,272,192.168.1.89,Medium,2026-07-03T15:40:00Z
data_exfiltration,DNS,65129,53,470589,839,770,192.168.1.76,High,2026-07-03T10:12:00Z
brute_force,SSH,54767,22,984,71,80,192.168.1.211,High,2026-07-03T00:13:00Z
credentials_stuffing,HTTPS,39170,443,321,33,92,192.168.1.207,High,2026-07-03T14:25:00Z
brute_force,SSH,46042,22,729,110,53,192.168.1.7,High,2026-07-03T21:15:00Z
port_scan,TCP,17662,727,48,15,394,192.168.1.249,Medium,2026-07-03T15:47:00Z
ddos,UDP,36824,80,3887579,72,7960,8.125.192.67,Critical,2026-07-03T15:59:00Z
credentials_stuffing,HTTPS,7759,443,595,51,58,192.168.1.129,High,2026-07-03T14:09:00Z
data_exfiltration,DNS,65490,53,196316,373,896,192.168.1.178,High,2026-07-03T16:46:00Z
brute_force,SSH,30746,22,950,18,41,192.168.1.34,High,2026-07-03T02:37:00Z
port_scan,TCP,1353,687,72,14,210,192.168.1.168,Medium,2026-07-03T16:25:00Z
unauthorized_access,FTP,8539,21,1229,1,5,192.168.1.177,Medium,2026-07-03T13:56:00Z
xss,HTTP,55719,80,767,2,4,192.168.1.250,Medium,2026-07-03T13:42:00Z
credentials_stuffing,HTTPS,15193,443,473,79,125,192.168.1.178,High,2026-07-03T15:22:00Z
brute_force,SSH,26592,22,972,15,182,192.168.1.219,High,2026-07-03T00:44:00Z
unauthorized_access,FTP,17725,21,822,10,4,192.168.1.175,Medium,2026-07-03T16:22:00Z
port_scan,TCP,44903,155,67,6,240,192.168.1.77,Medium,2026-07-03T11:17:00Z
ddos,UDP,57113,80,4970909,89,1349,60.128.130.218,Critical,2026-07-03T17:49:00Z
data_exfiltration,DNS,1982,53,68091,784,268,192.168.1.218,High,2026-07-03T09:21:00Z
data_exfiltration,DNS,46804,53,382562,449,616,192.168.1.118,High,2026-07-03T12:30:00Z
privilege_escalation,SSH,49876,22,1898,521,24,192.168.1.145,Critical,2026-07-03T14:38:00Z
xss,HTTP,13985,80,807,4,5,192.168.1.135,Medium,2026-07-03T16:37:00Z
data_exfiltration,DNS,31552,53,391187,901,209,192.168.1.32,High,2026-07-03T12:35:00Z
sql_injection,HTTPS,60137,443,2012,10,1,20.93.119.235,High,2026-07-03T12:40:00Z
credentials_stuffing,HTTPS,46007,443,303,35,138,192.168.1.54,High,2026-07-03T11:58:00Z
